Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:58:03.522000,STR,18,87.34,24.0,2.0,,,28.054,30.058,29.228,0 days 01:57:04.242000,0 days 01:57:34.300000,0 days 01:58:03.528000,313.0,308.0,307.0,323.0,False,HARD,8.0,False,Aston Martin,0 days 01:56:36.182000,2023-09-03 13:57:37.227,1,18.0,False,,False,True
0 days 01:59:30.698000,STR,18,87.176,25.0,2.0,,,28.201,29.928,29.047,0 days 01:58:31.729000,0 days 01:59:01.657000,0 days 01:59:30.704000,311.0,309.0,306.0,319.0,False,HARD,9.0,False,Aston Martin,0 days 01:58:03.522000,2023-09-03 13:59:04.567,1,17.0,False,,False,True
0 days 02:00:57.957000,STR,18,87.259,26.0,2.0,,,28.225,30.003,29.031,0 days 01:59:58.929000,0 days 02:00:28.932000,0 days 02:00:57.963000,317.0,314.0,308.0,318.0,False,HARD,10.0,False,Aston Martin,0 days 01:59:30.698000,2023-09-03 14:00:31.743,1,17.0,False,,False,True
0 days 02:02:24.632000,STR,18,86.675,27.0,2.0,,,27.971,29.841,28.863,0 days 02:01:25.934000,0 days 02:01:55.775000,0 days 02:02:24.638000,316.0,314.0,308.0,322.0,True,HARD,11.0,False,Aston Martin,0 days 02:00:57.957000,2023-09-03 14:01:59.002,1,17.0,False,,False,True
0 days 02:03:51.717000,STR,18,87.085,28.0,2.0,,,28.05,30.174,28.861,0 days 02:02:52.688000,0 days 02:03:22.862000,0 days 02:03:51.723000,315.0,312.0,308.0,321.0,False,HARD,12.0,False,Aston Martin,0 days 02:02:24.632000,2023-09-03 14:03:25.677,1,17.0,False,,False,True
0 days 02:05:18.526000,STR,18,86.809,29.0,2.0,,,28.134,29.979,28.696,0 days 02:04:19.857000,0 days 02:04:49.836000,0 days 02:05:18.532000,317.0,311.0,308.0,320.0,False,HARD,13.0,False,Aston Martin,0 days 02:03:51.717000,2023-09-03 14:04:52.762,1,17.0,False,,False,True
0 days 02:06:45.450000,STR,18,86.924,30.0,2.0,,,28.197,29.99,28.737,0 days 02:05:46.729000,0 days 02:06:16.719000,0 days 02:06:45.456000,315.0,309.0,309.0,321.0,False,HARD,14.0,False,Aston Martin,0 days 02:05:18.526000,2023-09-03 14:06:19.571,1,17.0,False,,False,True
0 days 02:08:12.067000,STR,18,86.617,31.0,2.0,,,27.983,29.98,28.654,0 days 02:07:13.439000,0 days 02:07:43.419000,0 days 02:08:12.073000,316.0,310.0,309.0,324.0,True,HARD,15.0,False,Aston Martin,0 days 02:06:45.450000,2023-09-03 14:07:46.495,1,16.0,False,,False,True
0 days 02:09:38.899000,STR,18,86.832,32.0,2.0,,,28.103,29.949,28.78,0 days 02:08:40.176000,0 days 02:09:10.125000,0 days 02:09:38.905000,,308.0,309.0,320.0,False,HARD,16.0,False,Aston Martin,0 days 02:08:12.067000,2023-09-03 14:09:13.112,1,16.0,False,,False,True
0 days 02:11:06.020000,STR,18,87.121,33.0,2.0,,,28.056,30.12,28.945,0 days 02:10:06.961000,0 days 02:10:37.081000,0 days 02:11:06.026000,315.0,310.0,310.0,325.0,False,HARD,17.0,False,Aston Martin,0 days 02:09:38.899000,2023-09-03 14:10:39.944,1,16.0,False,,False,True
0 days 02:12:33.318000,STR,18,87.298,34.0,2.0,,,28.16,30.213,28.925,0 days 02:11:34.186000,0 days 02:12:04.399000,0 days 02:12:33.324000,314.0,311.0,310.0,320.0,False,HARD,18.0,False,Aston Martin,0 days 02:11:06.020000,2023-09-03 14:12:07.065,1,14.0,False,,False,True
0 days 02:14:00.288000,STR,18,86.97,35.0,2.0,,,28.074,30.105,28.791,0 days 02:13:01.398000,0 days 02:13:31.503000,0 days 02:14:00.294000,315.0,313.0,310.0,321.0,False,HARD,19.0,False,Aston Martin,0 days 02:12:33.318000,2023-09-03 14:13:34.363,1,14.0,False,,False,True
0 days 02:15:27.384000,STR,18,87.096,36.0,2.0,,,28.004,30.189,28.903,0 days 02:14:28.298000,0 days 02:14:58.487000,0 days 02:15:27.390000,316.0,313.0,310.0,324.0,False,HARD,20.0,False,Aston Martin,0 days 02:14:00.288000,2023-09-03 14:15:01.333,1,14.0,False,,False,True
0 days 02:16:54.757000,STR,18,87.373,37.0,2.0,,,27.963,30.309,29.101,0 days 02:15:55.353000,0 days 02:16:25.662000,0 days 02:16:54.763000,318.0,325.0,313.0,323.0,False,HARD,21.0,False,Aston Martin,0 days 02:15:27.384000,2023-09-03 14:16:28.429,1,14.0,False,,False,True
0 days 02:18:21.659000,STR,18,86.902,38.0,2.0,,,27.996,30.183,28.723,0 days 02:17:22.759000,0 days 02:17:52.942000,0 days 02:18:21.665000,312.0,311.0,310.0,347.0,False,HARD,22.0,False,Aston Martin,0 days 02:16:54.757000,2023-09-03 14:17:55.802,1,13.0,False,,False,True
0 days 02:19:48.563000,STR,18,86.904,39.0,2.0,,,28.027,30.044,28.833,0 days 02:18:49.692000,0 days 02:19:19.736000,0 days 02:19:48.569000,314.0,313.0,309.0,317.0,False,HARD,23.0,False,Aston Martin,0 days 02:18:21.659000,2023-09-03 14:19:22.704,1,13.0,False,,False,True
0 days 02:21:15.635000,STR,18,87.072,40.0,2.0,,,28.03,30.137,28.905,0 days 02:20:16.599000,0 days 02:20:46.736000,0 days 02:21:15.641000,316.0,313.0,308.0,322.0,False,HARD,24.0,False,Aston Martin,0 days 02:19:48.563000,2023-09-03 14:20:49.608,1,13.0,False,,False,True
0 days 02:22:42.551000,STR,18,86.916,41.0,2.0,,,28.105,29.987,28.824,0 days 02:21:43.746000,0 days 02:22:13.733000,0 days 02:22:42.557000,315.0,314.0,308.0,324.0,False,HARD,25.0,False,Aston Martin,0 days 02:21:15.635000,2023-09-03 14:22:16.680,1,13.0,False,,False,True
0 days 02:24:09.618000,STR,18,87.067,42.0,2.0,,,28.139,30.109,28.819,0 days 02:23:10.696000,0 days 02:23:40.805000,0 days 02:24:09.624000,,313.0,309.0,320.0,False,HARD,26.0,False,Aston Martin,0 days 02:22:42.551000,2023-09-03 14:23:43.596,1,12.0,False,,False,True
0 days 02:25:40.752000,STR,18,91.134,43.0,2.0,,,31.63,30.601,28.903,0 days 02:24:41.254000,0 days 02:25:11.855000,0 days 02:25:40.758000,312.0,312.0,309.0,323.0,False,HARD,27.0,False,Aston Martin,0 days 02:24:09.618000,2023-09-03 14:25:10.663,1,12.0,False,,False,True
0 days 02:27:08.966000,STR,18,88.214,44.0,2.0,,,28.234,30.177,29.803,0 days 02:26:08.992000,0 days 02:26:39.169000,0 days 02:27:08.972000,315.0,310.0,309.0,318.0,False,HARD,28.0,False,Aston Martin,0 days 02:25:40.752000,2023-09-03 14:26:41.797,1,13.0,False,,False,True
0 days 02:28:37.302000,STR,18,88.336,45.0,2.0,,,28.405,31.024,28.907,0 days 02:27:37.377000,0 days 02:28:08.401000,0 days 02:28:37.308000,316.0,324.0,310.0,339.0,False,HARD,29.0,False,Aston Martin,0 days 02:27:08.966000,2023-09-03 14:28:10.011,1,14.0,False,,False,True
0 days 02:30:04.455000,STR,18,87.153,46.0,2.0,,,28.138,30.176,28.839,0 days 02:29:05.446000,0 days 02:29:35.622000,0 days 02:30:04.461000,319.0,316.0,309.0,320.0,False,HARD,30.0,False,Aston Martin,0 days 02:28:37.302000,2023-09-03 14:29:38.347,1,14.0,False,,False,True
0 days 02:31:31.722000,STR,18,87.267,47.0,2.0,,,28.201,30.145,28.921,0 days 02:30:32.662000,0 days 02:31:02.807000,0 days 02:31:31.728000,316.0,315.0,310.0,323.0,False,HARD,31.0,False,Aston Martin,0 days 02:30:04.455000,2023-09-03 14:31:05.500,1,14.0,False,,False,True
0 days 02:32:59.312000,STR,18,87.59,48.0,2.0,,,28.229,30.398,28.963,0 days 02:31:59.957000,0 days 02:32:30.355000,0 days 02:32:59.318000,315.0,314.0,311.0,324.0,False,HARD,32.0,False,Aston Martin,0 days 02:31:31.722000,2023-09-03 14:32:32.767,1,14.0,False,,False,True
0 days 02:34:28.779000,STR,18,89.467,49.0,2.0,,,28.428,31.827,29.212,0 days 02:33:27.746000,0 days 02:33:59.573000,0 days 02:34:28.785000,314.0,323.0,310.0,319.0,False,HARD,33.0,False,Aston Martin,0 days 02:32:59.312000,2023-09-03 14:34:00.357,1,14.0,False,,False,True
0 days 02:35:59.644000,STR,18,90.865,50.0,2.0,,,28.705,31.401,30.759,0 days 02:34:57.490000,0 days 02:35:28.891000,0 days 02:35:59.650000,298.0,310.0,238.0,302.0,False,HARD,34.0,False,Aston Martin,0 days 02:34:28.779000,2023-09-03 14:35:29.824,1,16.0,False,,False,True
0 days 01:23:56.303000,SAR,2,94.407,1.0,1.0,,,,32.159,29.492,,0 days 01:23:26.881000,0 days 01:23:56.365000,332.0,316.0,309.0,290.0,False,MEDIUM,4.0,False,Williams,0 days 01:22:21.726000,2023-09-03 13:23:22.771,1,14.0,False,,False,False
0 days 01:25:24.383000,SAR,2,88.08,2.0,1.0,,,28.252,30.443,29.385,0 days 01:24:24.538000,0 days 01:24:54.981000,0 days 01:25:24.366000,316.0,319.0,309.0,327.0,True,MEDIUM,5.0,False,Williams,0 days 01:23:56.303000,2023-09-03 13:24:57.348,1,13.0,False,,False,True
0 days 01:26:52.030000,SAR,2,87.647,3.0,1.0,,,28.124,30.425,29.098,0 days 01:25:52.490000,0 days 01:26:22.915000,0 days 01:26:52.013000,318.0,335.0,310.0,326.0,True,MEDIUM,6.0,False,Williams,0 days 01:25:24.383000,2023-09-03 13:26:25.428,1,13.0,False,,False,True
0 days 01:28:19.419000,SAR,2,87.389,4.0,1.0,,,27.934,30.315,29.14,0 days 01:27:19.947000,0 days 01:27:50.262000,0 days 01:28:19.402000,319.0,333.0,308.0,331.0,True,MEDIUM,7.0,False,Williams,0 days 01:26:52.030000,2023-09-03 13:27:53.075,1,13.0,False,,False,True
0 days 01:29:46.589000,SAR,2,87.17,5.0,1.0,,,28.002,30.133,29.035,0 days 01:28:47.404000,0 days 01:29:17.537000,0 days 01:29:46.572000,318.0,333.0,309.0,342.0,True,MEDIUM,8.0,False,Williams,0 days 01:28:19.419000,2023-09-03 13:29:20.464,1,13.0,False,,False,True
0 days 01:31:13.724000,SAR,2,87.135,6.0,1.0,,,28.01,29.938,29.187,0 days 01:30:14.582000,0 days 01:30:44.520000,0 days 01:31:13.707000,320.0,334.0,311.0,337.0,True,MEDIUM,9.0,False,Williams,0 days 01:29:46.589000,2023-09-03 13:30:47.634,1,13.0,False,,False,True
0 days 01:32:40.975000,SAR,2,87.251,7.0,1.0,,,28.24,30.056,28.955,0 days 01:31:41.947000,0 days 01:32:12.003000,0 days 01:32:40.958000,316.0,331.0,310.0,335.0,False,MEDIUM,10.0,False,Williams,0 days 01:31:13.724000,2023-09-03 13:32:14.769,1,13.0,False,,False,True
0 days 01:34:08.208000,SAR,2,87.233,8.0,1.0,,,28.118,29.957,29.158,0 days 01:33:09.076000,0 days 01:33:39.033000,0 days 01:34:08.191000,320.0,332.0,309.0,333.0,False,MEDIUM,11.0,False,Williams,0 days 01:32:40.975000,2023-09-03 13:33:42.020,1,13.0,False,,False,True
0 days 01:35:35.667000,SAR,2,87.459,9.0,1.0,,,28.149,30.12,29.19,0 days 01:34:36.340000,0 days 01:35:06.460000,0 days 01:35:35.650000,319.0,333.0,309.0,339.0,False,MEDIUM,12.0,False,Williams,0 days 01:34:08.208000,2023-09-03 13:35:09.253,1,13.0,False,,False,True
0 days 01:37:03.352000,SAR,2,87.685,10.0,1.0,,,28.385,30.052,29.248,0 days 01:36:04.035000,0 days 01:36:34.087000,0 days 01:37:03.335000,320.0,332.0,310.0,331.0,False,MEDIUM,13.0,False,Williams,0 days 01:35:35.667000,2023-09-03 13:36:36.712,1,13.0,False,,False,True
0 days 01:38:31.156000,SAR,2,87.804,11.0,1.0,,,28.334,30.151,29.319,0 days 01:37:31.669000,0 days 01:38:01.820000,0 days 01:38:31.139000,,333.0,310.0,334.0,False,MEDIUM,14.0,False,Williams,0 days 01:37:03.352000,2023-09-03 13:38:04.397,1,13.0,False,,False,True
0 days 01:39:59.850000,SAR,2,88.694,12.0,1.0,,,28.212,31.278,29.204,0 days 01:38:59.351000,0 days 01:39:30.629000,0 days 01:39:59.833000,322.0,329.0,309.0,335.0,False,MEDIUM,15.0,False,Williams,0 days 01:38:31.156000,2023-09-03 13:39:32.201,1,13.0,False,,False,True
0 days 01:41:27.649000,SAR,2,87.799,13.0,1.0,,,28.374,30.365,29.06,0 days 01:40:28.207000,0 days 01:40:58.572000,0 days 01:41:27.632000,320.0,329.0,310.0,,False,MEDIUM,16.0,False,Williams,0 days 01:39:59.850000,2023-09-03 13:41:00.895,1,12.0,False,,False,True
0 days 01:43:00.723000,SAR,2,93.074,14.0,1.0,,0 days 01:42:56.978000,28.074,31.33,33.67,0 days 01:41:55.706000,0 days 01:42:27.036000,0 days 01:43:00.706000,326.0,327.0,,343.0,False,MEDIUM,17.0,False,Williams,0 days 01:41:27.649000,2023-09-03 13:42:28.694,1,15.0,False,,False,False
0 days 01:44:48.112000,SAR,2,107.389,15.0,2.0,0 days 01:43:21.681000,,48.951,29.831,28.607,0 days 01:43:49.657000,0 days 01:44:19.488000,0 days 01:44:48.095000,322.0,311.0,308.0,282.0,False,HARD,4.0,False,Williams,0 days 01:43:00.723000,2023-09-03 13:44:01.768,1,16.0,False,,False,False
0 days 01:46:14.952000,SAR,2,86.84,16.0,2.0,,,28.303,29.751,28.786,0 days 01:45:16.398000,0 days 01:45:46.149000,0 days 01:46:14.935000,317.0,313.0,310.0,318.0,True,HARD,5.0,False,Williams,0 days 01:44:48.112000,2023-09-03 13:45:49.157,1,16.0,False,,False,True
0 days 01:47:41.952000,SAR,2,87.0,17.0,2.0,,,28.198,29.88,28.922,0 days 01:46:43.133000,0 days 01:47:13.013000,0 days 01:47:41.935000,316.0,314.0,309.0,322.0,False,HARD,6.0,False,Williams,0 days 01:46:14.952000,2023-09-03 13:47:15.997,1,16.0,False,,False,True
0 days 01:49:08.858000,SAR,2,86.906,18.0,2.0,,,28.16,29.981,28.765,0 days 01:48:10.095000,0 days 01:48:40.076000,0 days 01:49:08.841000,318.0,313.0,309.0,321.0,False,HARD,7.0,False,Williams,0 days 01:47:41.952000,2023-09-03 13:48:42.997,1,16.0,False,,False,True
0 days 01:50:36.023000,SAR,2,87.165,19.0,2.0,,,28.315,29.982,28.868,0 days 01:49:37.156000,0 days 01:50:07.138000,0 days 01:50:36.006000,315.0,314.0,309.0,,False,HARD,8.0,False,Williams,0 days 01:49:08.858000,2023-09-03 13:50:09.903,1,16.0,False,,False,True
0 days 01:52:03.303000,SAR,2,87.28,20.0,2.0,,,28.361,30.032,28.887,0 days 01:51:04.367000,0 days 01:51:34.399000,0 days 01:52:03.286000,319.0,317.0,310.0,323.0,False,HARD,9.0,False,Williams,0 days 01:50:36.023000,2023-09-03 13:51:37.068,1,16.0,False,,False,True
0 days 01:53:30.666000,SAR,2,87.363,21.0,2.0,,,28.375,29.999,28.989,0 days 01:52:31.661000,0 days 01:53:01.660000,0 days 01:53:30.649000,317.0,315.0,309.0,325.0,False,HARD,10.0,False,Williams,0 days 01:52:03.303000,2023-09-03 13:53:04.348,1,15.0,False,,False,True
0 days 01:54:58.131000,SAR,2,87.465,22.0,2.0,,,28.445,30.055,28.965,0 days 01:53:59.094000,0 days 01:54:29.149000,0 days 01:54:58.114000,316.0,315.0,309.0,317.0,False,HARD,11.0,False,Williams,0 days 01:53:30.666000,2023-09-03 13:54:31.711,1,15.0,False,,False,True
0 days 01:56:25.280000,SAR,2,87.149,23.0,2.0,,,28.327,29.9,28.922,0 days 01:55:26.441000,0 days 01:55:56.341000,0 days 01:56:25.263000,,315.0,310.0,322.0,False,HARD,12.0,False,Williams,0 days 01:54:58.131000,2023-09-03 13:55:59.176,1,15.0,False,,False,True
0 days 01:57:52.384000,SAR,2,87.104,24.0,2.0,,,28.242,29.963,28.899,0 days 01:56:53.505000,0 days 01:57:23.468000,0 days 01:57:52.367000,317.0,317.0,311.0,324.0,False,HARD,13.0,False,Williams,0 days 01:56:25.280000,2023-09-03 13:57:26.325,1,15.0,False,,False,True
0 days 01:59:19.549000,SAR,2,87.165,25.0,2.0,,,28.187,30.065,28.913,0 days 01:58:20.554000,0 days 01:58:50.619000,0 days 01:59:19.532000,315.0,314.0,309.0,,False,HARD,14.0,False,Williams,0 days 01:57:52.384000,2023-09-03 13:58:53.429,1,14.0,False,,False,True
0 days 02:00:46.570000,SAR,2,87.021,26.0,2.0,,,28.298,29.83,28.893,0 days 01:59:47.830000,0 days 02:00:17.660000,0 days 02:00:46.553000,320.0,318.0,309.0,326.0,False,HARD,15.0,False,Williams,0 days 01:59:19.549000,2023-09-03 14:00:20.594,1,13.0,False,,False,True
0 days 02:02:13.823000,SAR,2,87.253,27.0,2.0,,,28.261,30.079,28.913,0 days 02:01:14.814000,0 days 02:01:44.893000,0 days 02:02:13.806000,315.0,316.0,309.0,324.0,False,HARD,16.0,False,Williams,0 days 02:00:46.570000,2023-09-03 14:01:47.615,1,13.0,False,,False,True
0 days 02:03:41.369000,SAR,2,87.546,28.0,2.0,,,28.373,30.188,28.985,0 days 02:02:42.179000,0 days 02:03:12.367000,0 days 02:03:41.352000,317.0,316.0,310.0,,False,HARD,17.0,False,Williams,0 days 02:02:13.823000,2023-09-03 14:03:14.868,1,13.0,False,,False,True
0 days 02:05:08.914000,SAR,2,87.545,29.0,2.0,,,28.388,30.221,28.936,0 days 02:04:09.740000,0 days 02:04:39.961000,0 days 02:05:08.897000,321.0,316.0,309.0,327.0,False,HARD,18.0,False,Williams,0 days 02:03:41.369000,2023-09-03 14:04:42.414,1,13.0,False,,False,True
0 days 02:06:36.035000,SAR,2,87.121,30.0,2.0,,,28.336,30.021,28.764,0 days 02:05:37.233000,0 days 02:06:07.254000,0 days 02:06:36.018000,318.0,315.0,310.0,321.0,False,HARD,19.0,False,Williams,0 days 02:05:08.914000,2023-09-03 14:06:09.959,1,13.0,False,,False,True
0 days 02:08:03.496000,SAR,2,87.461,31.0,2.0,,,28.284,30.277,28.9,0 days 02:07:04.302000,0 days 02:07:34.579000,0 days 02:08:03.479000,317.0,315.0,310.0,326.0,False,HARD,20.0,False,Williams,0 days 02:06:36.035000,2023-09-03 14:07:37.080,1,13.0,False,,False,True
0 days 02:09:31.018000,SAR,2,87.522,32.0,2.0,,,28.261,30.315,28.946,0 days 02:08:31.740000,0 days 02:09:02.055000,0 days 02:09:31.001000,320.0,315.0,311.0,323.0,False,HARD,21.0,False,Williams,0 days 02:08:03.496000,2023-09-03 14:09:04.541,1,13.0,False,,False,True
0 days 02:10:58.311000,SAR,2,87.293,33.0,2.0,,,28.247,30.149,28.897,0 days 02:09:59.248000,0 days 02:10:29.397000,0 days 02:10:58.294000,318.0,329.0,310.0,321.0,False,HARD,22.0,False,Williams,0 days 02:09:31.018000,2023-09-03 14:10:32.063,1,11.0,False,,False,True
0 days 02:12:25.530000,SAR,2,87.219,34.0,2.0,,,28.213,30.129,28.877,0 days 02:11:26.507000,0 days 02:11:56.636000,0 days 02:12:25.513000,313.0,312.0,309.0,329.0,False,HARD,23.0,False,Williams,0 days 02:10:58.311000,2023-09-03 14:11:59.356,1,11.0,False,,False,True
0 days 02:13:52.763000,SAR,2,87.233,35.0,2.0,,,28.272,30.197,28.764,0 days 02:12:53.785000,0 days 02:13:23.982000,0 days 02:13:52.746000,316.0,312.0,309.0,327.0,False,HARD,24.0,False,Williams,0 days 02:12:25.530000,2023-09-03 14:13:26.575,1,11.0,False,,False,True
0 days 02:15:19.905000,SAR,2,87.142,36.0,2.0,,,28.312,30.153,28.677,0 days 02:14:21.058000,0 days 02:14:51.211000,0 days 02:15:19.888000,,312.0,309.0,321.0,False,HARD,25.0,False,Williams,0 days 02:13:52.763000,2023-09-03 14:14:53.808,1,11.0,False,,False,True
0 days 02:16:47.197000,SAR,2,87.292,37.0,2.0,,,28.557,30.104,28.631,0 days 02:15:48.445000,0 days 02:16:18.549000,0 days 02:16:47.180000,317.0,312.0,310.0,324.0,False,HARD,26.0,False,Williams,0 days 02:15:19.905000,2023-09-03 14:16:20.950,1,11.0,False,,False,True
0 days 02:18:14.300000,SAR,2,87.103,38.0,2.0,,,28.403,30.155,28.545,0 days 02:17:15.583000,0 days 02:17:45.738000,0 days 02:18:14.283000,316.0,312.0,309.0,320.0,False,HARD,27.0,False,Williams,0 days 02:16:47.197000,2023-09-03 14:17:48.242,1,11.0,False,,False,True
0 days 02:19:41.437000,SAR,2,87.137,39.0,2.0,,,28.367,30.179,28.591,0 days 02:18:42.650000,0 days 02:19:12.829000,0 days 02:19:41.420000,317.0,313.0,309.0,324.0,False,HARD,28.0,False,Williams,0 days 02:18:14.300000,2023-09-03 14:19:15.345,1,11.0,False,,False,True
0 days 02:21:09.077000,SAR,2,87.64,40.0,2.0,,,28.48,30.485,28.675,0 days 02:20:09.900000,0 days 02:20:40.385000,0 days 02:21:09.060000,321.0,310.0,308.0,333.0,False,HARD,29.0,False,Williams,0 days 02:19:41.437000,2023-09-03 14:20:42.482,1,11.0,False,,False,True
0 days 02:22:36.257000,SAR,2,87.18,41.0,2.0,,,28.346,30.289,28.545,0 days 02:21:37.406000,0 days 02:22:07.695000,0 days 02:22:36.240000,315.0,312.0,308.0,319.0,False,HARD,30.0,False,Williams,0 days 02:21:09.077000,2023-09-03 14:22:10.122,1,11.0,False,,False,True
0 days 02:24:03.433000,SAR,2,87.176,42.0,2.0,,,28.509,30.206,28.461,0 days 02:23:04.749000,0 days 02:23:34.955000,0 days 02:24:03.416000,322.0,313.0,309.0,324.0,False,HARD,31.0,False,Williams,0 days 02:22:36.257000,2023-09-03 14:23:37.302,1,10.0,False,,False,True
0 days 02:25:32.818000,SAR,2,89.385,43.0,2.0,,,28.493,31.774,29.118,0 days 02:24:31.909000,0 days 02:25:03.683000,0 days 02:25:32.801000,324.0,325.0,310.0,334.0,False,HARD,32.0,False,Williams,0 days 02:24:03.433000,2023-09-03 14:25:04.478,1,11.0,True,TRACK LIMITS AT TURN 5 LAP 43 ,False,True
0 days 02:27:00.504000,SAR,2,87.686,44.0,2.0,,,28.59,30.403,28.693,0 days 02:26:01.391000,0 days 02:26:31.794000,0 days 02:27:00.487000,316.0,312.0,310.0,320.0,False,HARD,33.0,False,Williams,0 days 02:25:32.818000,2023-09-03 14:26:33.863,1,11.0,False,,False,True
0 days 02:28:28.006000,SAR,2,87.502,45.0,2.0,,,28.487,30.348,28.667,0 days 02:27:28.974000,0 days 02:27:59.322000,0 days 02:28:27.989000,318.0,314.0,310.0,326.0,False,HARD,34.0,False,Williams,0 days 02:27:00.504000,2023-09-03 14:28:01.549,1,11.0,False,,False,True
0 days 02:29:55.715000,SAR,2,87.709,46.0,2.0,,,28.456,30.541,28.712,0 days 02:28:56.445000,0 days 02:29:26.986000,0 days 02:29:55.698000,,313.0,310.0,321.0,False,HARD,35.0,False,Williams,0 days 02:28:28.006000,2023-09-03 14:29:29.051,1,11.0,False,,False,True
0 days 02:31:23.337000,SAR,2,87.622,47.0,2.0,,,28.463,30.392,28.767,0 days 02:30:24.161000,0 days 02:30:54.553000,0 days 02:31:23.320000,320.0,315.0,310.0,323.0,False,HARD,36.0,False,Williams,0 days 02:29:55.715000,2023-09-03 14:30:56.760,1,11.0,False,,False,True
0 days 02:32:50.777000,SAR,2,87.44,48.0,2.0,,,28.202,30.516,28.722,0 days 02:31:51.522000,0 days 02:32:22.038000,0 days 02:32:50.760000,318.0,313.0,311.0,,False,HARD,37.0,False,Williams,0 days 02:31:23.337000,2023-09-03 14:32:24.382,1,11.0,False,,False,True
0 days 02:34:18.519000,SAR,2,87.742,49.0,2.0,,,28.431,30.625,28.686,0 days 02:33:19.191000,0 days 02:33:49.816000,0 days 02:34:18.502000,319.0,314.0,310.0,320.0,False,HARD,38.0,False,Williams,0 days 02:32:50.777000,2023-09-03 14:33:51.822,1,11.0,False,,False,True
0 days 02:35:48.145000,SAR,2,89.626,50.0,2.0,,,28.572,31.644,29.41,0 days 02:34:47.074000,0 days 02:35:18.718000,0 days 02:35:48.128000,321.0,316.0,311.0,335.0,False,HARD,39.0,False,Williams,0 days 02:34:18.519000,2023-09-03 14:35:19.564,1,13.0,False,,False,True
0 days 01:23:58.362000,MAG,20,96.466,1.0,1.0,,,,32.419,30.247,,0 days 01:23:28.147000,0 days 01:23:58.459000,328.0,318.0,305.0,257.0,False,HARD,5.0,False,Haas F1 Team,0 days 01:22:21.726000,2023-09-03 13:23:22.771,1,19.0,False,,False,False
0 days 01:25:27.285000,MAG,20,88.923,2.0,1.0,,,28.604,30.826,29.493,0 days 01:24:26.984000,0 days 01:24:57.810000,0 days 01:25:27.303000,315.0,313.0,306.0,315.0,True,HARD,6.0,False,Haas F1 Team,0 days 01:23:58.362000,2023-09-03 13:24:59.407,1,18.0,False,,False,True
0 days 01:26:55.823000,MAG,20,88.538,3.0,1.0,,,28.77,30.58,29.188,0 days 01:25:56.073000,0 days 01:26:26.653000,0 days 01:26:55.841000,309.0,315.0,305.0,312.0,True,HARD,7.0,False,Haas F1 Team,0 days 01:25:27.285000,2023-09-03 13:26:28.330,1,18.0,False,,False,True
0 days 01:28:25.075000,MAG,20,89.252,4.0,1.0,,,29.2,30.783,29.269,0 days 01:27:25.041000,0 days 01:27:55.824000,0 days 01:28:25.093000,310.0,315.0,307.0,320.0,False,HARD,8.0,False,Haas F1 Team,0 days 01:26:55.823000,2023-09-03 13:27:56.868,1,19.0,False,,False,True
0 days 01:29:53.351000,MAG,20,88.276,5.0,1.0,,,28.669,30.299,29.308,0 days 01:28:53.762000,0 days 01:29:24.061000,0 days 01:29:53.369000,307.0,313.0,305.0,316.0,True,HARD,9.0,False,Haas F1 Team,0 days 01:28:25.075000,2023-09-03 13:29:26.120,1,19.0,False,,False,True
0 days 01:31:21.300000,MAG,20,87.949,6.0,1.0,,,28.51,30.238,29.201,0 days 01:30:21.879000,0 days 01:30:52.117000,0 days 01:31:21.318000,310.0,314.0,305.0,318.0,True,HARD,10.0,False,Haas F1 Team,0 days 01:29:53.351000,2023-09-03 13:30:54.396,1,19.0,False,,False,True
0 days 01:32:48.991000,MAG,20,87.691,7.0,1.0,,,28.537,30.0,29.154,0 days 01:31:49.855000,0 days 01:32:19.855000,0 days 01:32:49.009000,309.0,313.0,305.0,316.0,True,HARD,11.0,False,Haas F1 Team,0 days 01:31:21.300000,2023-09-03 13:32:22.345,1,19.0,False,,False,True
0 days 01:34:16.926000,MAG,20,87.935,8.0,1.0,,,28.448,30.059,29.428,0 days 01:33:17.457000,0 days 01:33:47.516000,0 days 01:34:16.944000,,311.0,303.0,,False,HARD,12.0,False,Haas F1 Team,0 days 01:32:48.991000,2023-09-03 13:33:50.036,1,19.0,False,,False,True
